state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,Predicted total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
NV,64,415,396-2324,no,no,0,,,,,,,,,,,,,,,
NE,85,415,416-5662,no,no,0,,,,,,,,,,,,,,,
MS,126,415,363-9663,no,no,0,,,,,,,,,,,,,,,
OR,76,415,410-9477,no,no,0,,,,,,,,,,,,,,,
DE,113,415,352-4418,no,no,0,,,,,,,,,,,,,,,
DE,224,510,361-6563,yes,no,0,,,,,,,,,,,,,,,
AZ,117,408,417-4404,no,no,0,,,,,,,,,,,,,,,
SD,128,408,372-8048,no,yes,34,,,,,,,,,,,,,,,
NV,115,415,356-3646,no,no,0,,,,,,,,,,,,,,,
NM,141,415,351-9604,no,yes,28,,,,,,,,,,,,,,,
MN,51,510,355-9581,no,no,0,,,,,,,,,,,,,,,
NJ,100,415,396-5189,no,no,0,,,,,,,,,,,,,,,
IN,96,415,356-9187,no,yes,45,,,,,,,,,,,,,,,
DC,112,415,394-5537,no,yes,16,,,,,,,,,,,,,,,
MA,129,510,408-2712,yes,no,0,,,,,,,,,,,,,,,
ME,163,415,404-4486,no,no,0,,,,,,,,,,,,,,,
NH,67,415,355-1113,no,yes,40,,,,,,,,,,,,,,,
AZ,140,408,411-4674,no,no,0,,,,,,,,,,,,,,,
OR,49,510,376-4519,no,no,0,,,,,,,,,,,,,,,
KS,46,510,365-5979,no,no,0,,,,,,,,,,,,,,,
NE,148,415,382-2879,no,no,0,,,,,,,,,,,,,,,
MI,112,510,420-1383,no,no,0,,,,,,,,,,,,,,,
SC,78,415,411-7390,no,no,0,,,,,,,,,,,,,,,
PA,61,408,383-8848,no,yes,31,,,,,,,,,,,,,,,
MT,58,510,387-9301,no,yes,29,,,,,,,,,,,,,,,
NM,155,415,399-3164,no,no,0,,,,,,,,,,,,,,,
OH,100,510,385-8997,no,no,0,,,,,,,,,,,,,,,
WY,113,510,352-6573,no,no,0,,,,,,,,,,,,,,,
MI,81,415,408-3384,no,no,0,,,,,,,,,,,,,,,
AR,135,510,419-6033,no,yes,27,,,,,,,,,,,,,,,
FL,99,408,336-2090,no,no,0,,,,,,,,,,,,,,,
AR,59,510,343-7242,no,yes,29,,,,,,,,,,,,,,,
MO,135,510,376-1713,no,no,0,,,,,,,,,,,,,,,
WI,85,408,381-5878,yes,no,0,,,,,,,,,,,,,,,
TX,70,510,390-5470,no,no,0,,,,,,,,,,,,,,,
TX,88,510,414-4803,no,no,0,,,,,,,,,,,,,,,
NM,55,510,382-5478,no,no,0,,,,,,,,,,,,,,,
GA,75,415,333-7637,no,no,0,,,,,,,,,,,,,,,
ID,79,510,341-1647,no,yes,21,,,,,,,,,,,,,,,
AL,85,408,411-4232,no,no,0,,,,,,,,,,,,,,,
KS,86,408,339-2616,no,yes,23,,,,,,,,,,,,,,,
SD,91,510,327-3850,no,no,0,,,,,,,,,,,,,,,
LA,149,415,328-7209,no,yes,20,,,,,,,,,,,,,,,
OH,97,408,405-6189,no,no,0,,,,,,,,,,,,,,,
MA,88,415,418-6737,no,no,0,,,,,,,,,,,,,,,
AZ,60,415,366-2212,no,no,0,,,,,,,,,,,,,,,
KY,54,408,356-1420,no,no,0,,,,,,,,,,,,,,,
DC,11,415,343-1323,no,yes,28,,,,,,,,,,,,,,,
WA,109,415,361-8239,no,no,0,,,,,,,,,,,,,,,
UT,90,415,384-1621,no,no,0,,,,,,,,,,,,,,,
RI,115,408,360-3525,no,no,0,,,,,,,,,,,,,,,
OH,144,415,392-3813,no,yes,18,,,,,,,,,,,,,,,
NV,91,408,337-6898,no,no,0,,,,,,,,,,,,,,,
ND,105,415,366-8036,no,yes,23,,,,,,,,,,,,,,,
NV,71,415,352-8327,yes,no,0,,,,,,,,,,,,,,,
FL,132,510,334-9505,no,yes,36,,,,,,,,,,,,,,,
MD,112,415,336-5702,no,no,0,,,,,,,,,,,,,,,
AZ,86,415,392-2381,no,yes,32,,,,,,,,,,,,,,,
AL,41,510,369-6880,no,yes,34,,,,,,,,,,,,,,,
NE,44,415,416-8697,no,no,0,,,,,,,,,,,,,,,
NV,78,408,345-3451,no,no,0,,,,,,,,,,,,,,,
IL,149,408,379-2514,no,no,0,,,,,,,,,,,,,,,
WV,72,510,418-6651,no,yes,33,,,,,,,,,,,,,,,
MI,139,415,421-3528,no,yes,20,,,,,,,,,,,,,,,
AR,74,510,329-9046,no,no,0,,,,,,,,,,,,,,,
UT,50,510,406-3890,no,no,0,,,,,,,,,,,,,,,
GA,141,510,403-8904,no,yes,23,,,,,,,,,,,,,,,
AZ,140,408,393-4086,no,no,0,,,,,,,,,,,,,,,
ID,99,408,400-1367,no,no,0,,,,,,,,,,,,,,,
HI,166,408,377-9473,no,no,0,,,,,,,,,,,,,,,
NV,124,408,396-3068,no,no,0,,,,,,,,,,,,,,,
MD,74,415,331-9293,no,no,0,,,,,,,,,,,,,,,
GA,117,510,347-1914,no,no,0,,,,,,,,,,,,,,,
GA,85,510,395-1962,no,no,0,,,,,,,,,,,,,,,
UT,36,415,401-5485,no,yes,16,,,,,,,,,,,,,,,
MA,102,510,355-6560,yes,no,0,,,,,,,,,,,,,,,
IN,76,415,363-3911,no,no,0,,,,,,,,,,,,,,,
VT,165,510,345-1998,no,no,0,,,,,,,,,,,,,,,
IA,130,415,361-5277,no,no,0,,,,,,,,,,,,,,,
IN,78,415,376-7145,no,no,0,,,,,,,,,,,,,,,
AL,55,415,375-2975,yes,no,0,,,,,,,,,,,,,,,
ME,92,415,376-8573,yes,no,0,,,,,,,,,,,,,,,
RI,129,415,366-7360,no,yes,33,,,,,,,,,,,,,,,
MD,18,408,347-7898,no,no,0,,,,,,,,,,,,,,,
FL,161,415,390-7328,yes,no,0,,,,,,,,,,,,,,,
CA,93,415,356-5491,no,yes,36,,,,,,,,,,,,,,,
AL,144,415,373-3251,no,no,0,,,,,,,,,,,,,,,
ME,75,408,343-1965,yes,no,0,,,,,,,,,,,,,,,
WV,95,415,378-8019,no,no,0,,,,,,,,,,,,,,,
SD,126,415,386-1548,no,yes,23,,,,,,,,,,,,,,,
FL,124,415,397-1649,no,yes,28,,,,,,,,,,,,,,,
MI,93,415,366-7247,yes,no,0,,,,,,,,,,,,,,,
MI,109,415,402-9691,yes,yes,26,,,,,,,,,,,,,,,
NM,80,510,334-9806,no,no,0,,,,,,,,,,,,,,,
AK,41,415,378-7733,no,no,0,,,,,,,,,,,,,,,
OH,136,415,407-2248,no,yes,31,,,,,,,,,,,,,,,
MO,92,415,405-3916,no,no,0,,,,,,,,,,,,,,,
KS,143,408,407-2081,no,yes,24,,,,,,,,,,,,,,,
MS,118,415,397-9148,no,yes,26,,,,,,,,,,,,,,,
VT,193,408,415-4857,no,yes,17,,,,,,,,,,,,,,,
NE,73,415,354-7314,no,no,0,,,,,,,,,,,,,,,
VA,62,408,346-5611,no,no,0,,,,,,,,,,,,,,,
DE,30,415,349-4703,no,yes,30,,,,,,,,,,,,,,,
AL,60,408,411-7778,yes,yes,29,,,,,,,,,,,,,,,
ID,148,510,421-1469,no,yes,14,,,,,,,,,,,,,,,
MS,96,510,420-5990,no,no,0,,,,,,,,,,,,,,,
OK,52,408,389-4780,no,no,0,,,,,,,,,,,,,,,
NM,87,415,357-2735,no,no,0,,,,,,,,,,,,,,,
WI,41,408,409-4791,no,no,0,,,,,,,,,,,,,,,
WV,112,415,380-5286,no,no,0,,,,,,,,,,,,,,,
SC,88,510,394-8402,no,no,0,,,,,,,,,,,,,,,
KY,122,408,392-1616,no,yes,27,,,,,,,,,,,,,,,
MO,61,408,364-1969,no,no,0,,,,,,,,,,,,,,,
IL,87,510,390-4152,no,no,0,,,,,,,,,,,,,,,
OK,176,408,367-7039,no,no,0,,,,,,,,,,,,,,,
MI,30,510,391-6607,no,no,0,,,,,,,,,,,,,,,
NJ,95,415,379-6652,no,yes,22,,,,,,,,,,,,,,,
ID,46,415,384-1833,no,no,0,,,,,,,,,,,,,,,
DC,100,510,403-2455,yes,no,0,,,,,,,,,,,,,,,
NY,47,415,391-1348,no,yes,37,,,,,,,,,,,,,,,
AL,77,415,408-4174,no,no,0,,,,,,,,,,,,,,,
OR,98,415,366-4334,no,yes,38,,,,,,,,,,,,,,,
OK,125,415,406-5059,no,yes,36,,,,,,,,,,,,,,,
LA,67,510,373-6784,no,no,0,,,,,,,,,,,,,,,
NE,194,408,408-3532,no,no,0,,,,,,,,,,,,,,,
TX,128,415,350-8680,no,yes,40,,,,,,,,,,,,,,,
UT,190,415,398-9870,no,yes,22,,,,,,,,,,,,,,,
OR,165,415,343-3356,no,no,0,,,,,,,,,,,,,,,
NY,59,408,415-4609,no,no,0,,,,,,,,,,,,,,,
AL,47,408,404-5387,no,yes,28,,,,,,,,,,,,,,,
RI,150,415,415-8151,no,yes,29,,,,,,,,,,,,,,,
MN,152,415,416-2778,yes,yes,20,,,,,,,,,,,,,,,
NC,26,415,393-3300,no,no,0,,,,,,,,,,,,,,,
MD,79,510,391-7661,no,yes,31,,,,,,,,,,,,,,,
RI,95,510,339-4317,no,yes,27,,,,,,,,,,,,,,,
WI,69,510,418-6455,yes,no,0,,,,,,,,,,,,,,,
VT,95,510,378-3508,yes,yes,41,,,,,,,,,,,,,,,
CT,31,415,390-9359,no,yes,31,,,,,,,,,,,,,,,
OK,121,408,364-2495,no,yes,31,,,,,,,,,,,,,,,
AK,111,415,364-7719,no,no,0,,,,,,,,,,,,,,,
NY,157,415,421-1189,no,no,0,,,,,,,,,,,,,,,
GA,44,510,419-8987,no,no,0,,,,,,,,,,,,,,,
UT,61,510,402-9980,yes,no,0,,,,,,,,,,,,,,,
NM,65,415,376-5908,no,no,0,,,,,,,,,,,,,,,
NE,74,415,400-3150,no,yes,25,,,,,,,,,,,,,,,
NJ,123,408,336-1749,no,no,0,,,,,,,,,,,,,,,
TX,58,408,420-1259,no,yes,20,,,,,,,,,,,,,,,
MT,74,408,339-7541,no,no,0,,,,,,,,,,,,,,,
CO,125,415,378-9029,no,no,0,,,,,,,,,,,,,,,
VT,80,415,342-7514,no,no,0,,,,,,,,,,,,,,,
RI,53,408,422-4956,no,yes,18,,,,,,,,,,,,,,,
WY,99,408,389-8606,no,yes,28,,,,,,,,,,,,,,,
ID,99,415,406-7261,no,no,0,,,,,,,,,,,,,,,
CT,66,415,417-7973,no,yes,29,,,,,,,,,,,,,,,
ME,97,510,390-2891,no,no,0,,,,,,,,,,,,,,,
AZ,75,510,385-7387,no,yes,37,,,,,,,,,,,,,,,
MD,85,510,362-2776,yes,no,0,,,,,,,,,,,,,,,
IN,108,510,329-1955,no,no,0,,,,,,,,,,,,,,,
NC,133,408,344-3160,yes,yes,32,,,,,,,,,,,,,,,
DE,51,510,406-2454,no,no,0,,,,,,,,,,,,,,,
MN,186,415,335-3913,no,yes,26,,,,,,,,,,,,,,,
WI,44,415,355-7705,yes,no,0,,,,,,,,,,,,,,,
FL,64,408,410-7108,no,yes,31,,,,,,,,,,,,,,,
WV,44,510,419-1674,no,no,0,,,,,,,,,,,,,,,
SD,114,415,351-7369,no,yes,36,,,,,,,,,,,,,,,
FL,92,415,349-9566,no,no,0,,,,,,,,,,,,,,,
OR,110,408,333-3421,no,no,0,,,,,,,,,,,,,,,
CO,90,408,393-8199,no,yes,30,,,,,,,,,,,,,,,
CT,72,408,388-4879,no,yes,21,,,,,,,,,,,,,,,
IN,113,415,353-6007,no,no,0,,,,,,,,,,,,,,,
PA,171,415,416-1557,no,yes,25,,,,,,,,,,,,,,,
NM,104,415,356-7217,no,no,0,,,,,,,,,,,,,,,
ME,165,408,350-2012,no,no,0,,,,,,,,,,,,,,,
SD,104,510,420-9838,no,no,0,,,,,,,,,,,,,,,
AR,110,408,373-6379,no,no,0,,,,,,,,,,,,,,,
TX,90,408,355-7293,yes,no,0,,,,,,,,,,,,,,,
NH,114,415,406-4588,no,no,0,,,,,,,,,,,,,,,
OK,101,408,345-1524,no,no,0,,,,,,,,,,,,,,,
WI,117,408,375-8493,no,yes,14,,,,,,,,,,,,,,,
AL,109,408,361-2924,no,no,0,,,,,,,,,,,,,,,
PA,82,408,359-6163,no,no,0,,,,,,,,,,,,,,,
OK,92,510,411-8140,no,no,0,,,,,,,,,,,,,,,
ME,82,510,381-9049,no,yes,29,,,,,,,,,,,,,,,
WV,90,415,344-4478,no,no,0,,,,,,,,,,,,,,,
HI,87,408,360-2690,no,yes,28,,,,,,,,,,,,,,,
MN,124,510,410-7383,no,no,0,,,,,,,,,,,,,,,
NY,39,408,356-1889,no,no,0,,,,,,,,,,,,,,,
AZ,84,415,341-2360,no,no,0,,,,,,,,,,,,,,,
OH,75,510,370-3021,no,yes,46,,,,,,,,,,,,,,,
MI,102,510,336-4656,no,no,0,,,,,,,,,,,,,,,
MA,62,415,386-2810,yes,no,0,,,,,,,,,,,,,,,
WV,143,510,350-1354,no,no,0,,,,,,,,,,,,,,,
MI,53,415,346-5707,no,no,0,,,,,,,,,,,,,,,
NM,30,415,405-8370,no,no,0,,,,,,,,,,,,,,,
MO,112,415,373-2053,no,no,0,,,,,,,,,,,,,,,
RI,129,415,369-5222,no,no,0,,,,,,,,,,,,,,,
NC,63,415,347-7420,no,yes,29,,,,,,,,,,,,,,,
WY,28,415,392-6856,no,no,0,,,,,,,,,,,,,,,
WY,111,415,371-5556,no,no,0,,,,,,,,,,,,,,,
PA,91,510,334-5337,no,no,0,,,,,,,,,,,,,,,
KY,90,415,334-8817,no,no,0,,,,,,,,,,,,,,,
OR,151,510,339-1405,no,no,0,,,,,,,,,,,,,,,
NV,105,415,380-7742,yes,yes,29,,,,,,,,,,,,,,,
DC,41,408,329-6191,no,yes,37,,,,,,,,,,,,,,,
UT,48,510,340-3075,no,yes,43,,,,,,,,,,,,,,,
WA,166,408,416-5849,yes,yes,35,,,,,,,,,,,,,,,
FL,79,510,334-7443,no,no,0,,,,,,,,,,,,,,,
VA,153,510,394-9121,no,no,0,,,,,,,,,,,,,,,
KS,110,415,383-1657,yes,no,0,,,,,,,,,,,,,,,
KS,163,415,347-4112,no,no,0,,,,,,,,,,,,,,,
DC,126,510,362-8280,no,no,0,,,,,,,,,,,,,,,
ME,105,408,402-9982,no,yes,33,,,,,,,,,,,,,,,
LA,172,415,392-8905,no,no,0,,,,,,,,,,,,,,,
DC,126,415,392-5512,no,no,0,,,,,,,,,,,,,,,
TX,97,510,351-6384,no,no,0,,,,,,,,,,,,,,,
NJ,95,408,348-8015,yes,yes,37,,,,,,,,,,,,,,,
DE,87,510,374-6966,no,no,0,,,,,,,,,,,,,,,
VT,97,415,328-2236,no,no,0,,,,,,,,,,,,,,,
GA,76,415,372-6497,no,no,0,,,,,,,,,,,,,,,
TX,140,408,417-8617,no,no,0,,,,,,,,,,,,,,,
MT,169,415,361-9621,no,no,0,,,,,,,,,,,,,,,
ND,68,408,421-2723,no,yes,22,,,,,,,,,,,,,,,
NJ,122,415,327-9341,no,yes,34,,,,,,,,,,,,,,,
MO,36,408,383-5474,no,no,0,,,,,,,,,,,,,,,
CO,120,510,328-8147,no,yes,27,,,,,,,,,,,,,,,
KS,121,408,373-5438,no,no,0,,,,,,,,,,,,,,,
NC,64,408,333-9253,no,yes,19,,,,,,,,,,,,,,,
MT,13,415,347-9421,no,yes,31,,,,,,,,,,,,,,,
DE,106,415,419-3167,no,no,0,,,,,,,,,,,,,,,
ND,88,415,414-4162,no,no,0,,,,,,,,,,,,,,,
VA,74,408,416-5341,no,no,0,,,,,,,,,,,,,,,
IL,83,415,368-8600,no,no,0,,,,,,,,,,,,,,,
OK,49,415,336-6085,no,no,0,,,,,,,,,,,,,,,
CO,111,510,377-1479,no,yes,24,,,,,,,,,,,,,,,
MT,50,415,360-2107,no,yes,22,,,,,,,,,,,,,,,
WV,153,408,405-9384,no,yes,28,,,,,,,,,,,,,,,
ME,88,415,420-5179,no,no,0,,,,,,,,,,,,,,,
WI,131,415,331-3174,no,yes,39,,,,,,,,,,,,,,,
MO,79,408,411-5958,no,no,0,,,,,,,,,,,,,,,
NY,140,415,333-8180,no,no,0,,,,,,,,,,,,,,,
CT,105,408,357-2679,no,no,0,,,,,,,,,,,,,,,
AR,54,415,396-2867,no,yes,39,,,,,,,,,,,,,,,
WY,87,415,341-9443,no,yes,22,,,,,,,,,,,,,,,
CA,96,510,341-4103,no,yes,31,,,,,,,,,,,,,,,
CA,79,510,416-8701,no,no,0,,,,,,,,,,,,,,,
MN,55,415,397-6109,no,no,0,,,,,,,,,,,,,,,
AK,130,415,392-5587,no,no,0,,,,,,,,,,,,,,,
VA,34,415,392-9342,no,no,0,,,,,,,,,,,,,,,
CO,139,415,368-2845,no,no,0,,,,,,,,,,,,,,,
MT,109,408,405-4920,no,no,0,,,,,,,,,,,,,,,
SD,65,408,348-7484,no,yes,31,,,,,,,,,,,,,,,
NE,63,415,338-5207,no,no,0,,,,,,,,,,,,,,,
VT,152,415,418-7846,no,no,0,,,,,,,,,,,,,,,
ND,147,408,358-8729,no,no,0,,,,,,,,,,,,,,,
GA,112,415,349-1943,no,yes,22,,,,,,,,,,,,,,,
OR,120,415,368-8283,no,no,0,,,,,,,,,,,,,,,
MT,27,510,345-1419,no,no,0,,,,,,,,,,,,,,,
WY,171,415,358-8025,no,no,0,,,,,,,,,,,,,,,
GA,101,415,383-8695,no,yes,33,,,,,,,,,,,,,,,
WV,32,408,370-7565,no,yes,26,,,,,,,,,,,,,,,
CT,3,415,401-6162,no,yes,36,,,,,,,,,,,,,,,
IL,151,408,386-5303,no,no,0,,,,,,,,,,,,,,,
CO,60,408,351-6552,no,no,0,,,,,,,,,,,,,,,
DE,119,415,345-5338,no,no,0,,,,,,,,,,,,,,,
LA,43,415,330-2849,no,no,0,,,,,,,,,,,,,,,
MA,42,408,364-6801,no,no,0,,,,,,,,,,,,,,,
IN,84,408,375-3003,no,no,0,,,,,,,,,,,,,,,
NY,65,510,383-8878,no,no,0,,,,,,,,,,,,,,,
TX,75,415,384-2372,yes,no,0,,,,,,,,,,,,,,,
KS,116,510,377-7107,no,no,0,,,,,,,,,,,,,,,
WV,107,415,361-1581,no,no,0,,,,,,,,,,,,,,,
NE,189,415,417-7888,no,yes,38,,,,,,,,,,,,,,,
ND,123,408,383-8364,no,no,0,,,,,,,,,,,,,,,
AK,110,408,396-2335,no,no,0,,,,,,,,,,,,,,,
CO,63,415,408-4530,no,yes,32,,,,,,,,,,,,,,,
ME,176,415,408-6621,no,no,0,,,,,,,,,,,,,,,
SC,108,510,393-7522,no,no,0,,,,,,,,,,,,,,,
MN,13,510,338-7120,no,yes,21,,,,,,,,,,,,,,,
CO,71,415,357-4265,no,no,0,,,,,,,,,,,,,,,
KS,88,415,398-8801,no,no,0,,,,,,,,,,,,,,,
MS,137,510,346-2347,no,no,0,,,,,,,,,,,,,,,
NE,82,408,343-2741,no,no,0,,,,,,,,,,,,,,,
NJ,92,510,420-8242,no,yes,29,,,,,,,,,,,,,,,
WI,165,510,402-7746,no,no,0,,,,,,,,,,,,,,,
MT,96,415,332-1494,no,no,0,,,,,,,,,,,,,,,
AR,156,415,388-6223,no,no,0,,,,,,,,,,,,,,,
WA,63,408,404-9539,no,no,0,,,,,,,,,,,,,,,
NH,37,415,341-7332,no,no,0,,,,,,,,,,,,,,,
IA,98,415,338-7886,no,no,0,,,,,,,,,,,,,,,
WV,121,415,332-5596,no,no,0,,,,,,,,,,,,,,,
RI,94,415,348-9945,no,no,0,,,,,,,,,,,,,,,
KS,99,415,407-1896,no,no,0,,,,,,,,,,,,,,,
MT,163,510,398-9408,no,yes,23,,,,,,,,,,,,,,,
MO,161,510,369-8005,no,no,0,,,,,,,,,,,,,,,
HI,99,415,346-2530,no,no,0,,,,,,,,,,,,,,,
CO,108,415,400-5984,no,no,0,,,,,,,,,,,,,,,
CT,84,510,351-1007,no,yes,42,,,,,,,,,,,,,,,
ID,83,415,345-5980,yes,yes,32,,,,,,,,,,,,,,,
DC,139,510,368-8964,no,no,0,,,,,,,,,,,,,,,
TN,69,510,358-1912,no,no,0,,,,,,,,,,,,,,,
WY,129,510,379-3132,no,no,0,,,,,,,,,,,,,,,
MO,106,415,340-9910,no,no,0,,,,,,,,,,,,,,,
VA,158,415,396-2719,no,no,0,,,,,,,,,,,,,,,
SD,168,415,369-6204,no,yes,22,,,,,,,,,,,,,,,
WV,115,510,420-9971,yes,no,0,,,,,,,,,,,,,,,
GA,57,408,410-3782,yes,yes,30,,,,,,,,,,,,,,,
AZ,67,415,404-4481,no,no,0,,,,,,,,,,,,,,,
AK,127,408,383-9255,no,no,0,,,,,,,,,,,,,,,
AK,78,510,418-9385,no,no,0,,,,,,,,,,,,,,,
CT,100,415,360-9676,no,yes,38,,,,,,,,,,,,,,,
UT,103,510,327-3587,no,yes,36,,,,,,,,,,,,,,,
KY,113,415,385-4715,no,no,0,,,,,,,,,,,,,,,
MI,78,510,414-2695,no,no,0,,,,,,,,,,,,,,,
OR,129,510,331-5999,no,yes,36,,,,,,,,,,,,,,,
TN,57,510,337-7739,no,no,0,,,,,,,,,,,,,,,
WV,82,408,388-6658,no,no,0,,,,,,,,,,,,,,,
NJ,64,415,405-6943,no,no,0,,,,,,,,,,,,,,,
MS,86,510,382-4084,no,yes,39,,,,,,,,,,,,,,,
ME,151,415,352-8249,no,yes,26,,,,,,,,,,,,,,,
WY,94,510,353-8363,no,no,0,,,,,,,,,,,,,,,
WY,90,415,416-2825,no,no,0,,,,,,,,,,,,,,,
IN,48,510,342-6696,no,no,0,,,,,,,,,,,,,,,
NM,85,408,338-9210,no,yes,37,,,,,,,,,,,,,,,
NJ,93,415,328-1768,yes,yes,20,,,,,,,,,,,,,,,
DC,169,415,406-5870,yes,no,0,,,,,,,,,,,,,,,
UT,68,415,398-3834,no,no,0,,,,,,,,,,,,,,,
KY,91,415,330-7754,yes,no,0,,,,,,,,,,,,,,,
KS,68,510,414-9054,no,no,0,,,,,,,,,,,,,,,
MI,101,510,350-2832,no,no,0,,,,,,,,,,,,,,,
UT,67,510,414-9027,no,yes,20,,,,,,,,,,,,,,,
NE,66,415,337-1225,no,no,0,,,,,,,,,,,,,,,
FL,116,415,394-6577,no,yes,17,,,,,,,,,,,,,,,
LA,158,408,359-6995,no,no,0,,,,,,,,,,,,,,,
MT,78,415,377-7561,no,no,0,,,,,,,,,,,,,,,
WA,119,415,380-6631,no,yes,26,,,,,,,,,,,,,,,
MI,120,415,390-8876,no,no,0,,,,,,,,,,,,,,,
KY,155,510,413-2201,no,no,0,,,,,,,,,,,,,,,
LA,106,408,374-2073,no,no,0,,,,,,,,,,,,,,,
NM,87,510,417-1272,yes,no,0,,,,,,,,,,,,,,,
AL,146,415,358-1129,no,yes,32,,,,,,,,,,,,,,,
MO,101,415,394-1211,no,yes,29,,,,,,,,,,,,,,,
CO,22,510,327-1319,no,yes,23,,,,,,,,,,,,,,,
TX,90,415,399-4413,no,no,0,,,,,,,,,,,,,,,
NY,41,415,393-9985,no,no,0,,,,,,,,,,,,,,,
OR,69,415,401-8377,no,no,0,,,,,,,,,,,,,,,
WY,33,415,331-3202,no,no,0,,,,,,,,,,,,,,,
UT,112,415,358-5953,no,no,0,,,,,,,,,,,,,,,
LA,108,510,380-7624,no,yes,30,,,,,,,,,,,,,,,
NV,136,415,416-5261,no,yes,21,,,,,,,,,,,,,,,
NC,128,510,417-5067,no,no,0,,,,,,,,,,,,,,,
NC,27,408,345-6515,no,no,0,,,,,,,,,,,,,,,
WY,161,415,406-1349,yes,no,0,,,,,,,,,,,,,,,
TN,33,415,360-9038,no,yes,35,,,,,,,,,,,,,,,
FL,120,415,348-3444,no,yes,31,,,,,,,,,,,,,,,
CA,113,415,370-2892,no,no,0,,,,,,,,,,,,,,,
PA,122,415,383-4061,yes,no,0,,,,,,,,,,,,,,,
WV,148,415,391-7937,no,yes,26,,,,,,,,,,,,,,,
NJ,74,415,389-4083,no,no,0,,,,,,,,,,,,,,,
MT,106,415,410-9633,no,no,0,,,,,,,,,,,,,,,
MN,179,415,418-9502,no,no,0,,,,,,,,,,,,,,,
WI,149,415,339-6637,yes,yes,28,,,,,,,,,,,,,,,
ID,77,510,356-3403,no,no,0,,,,,,,,,,,,,,,
MA,127,408,371-9457,yes,no,0,,,,,,,,,,,,,,,
OR,80,415,391-8087,no,no,0,,,,,,,,,,,,,,,
MT,106,510,392-6420,no,no,0,,,,,,,,,,,,,,,
AL,61,415,399-4094,no,yes,20,,,,,,,,,,,,,,,
ND,135,510,378-4013,yes,yes,24,,,,,,,,,,,,,,,
LA,115,415,386-6306,no,yes,26,,,,,,,,,,,,,,,
ND,167,408,359-3618,yes,no,0,,,,,,,,,,,,,,,
MS,107,510,340-8875,yes,no,0,,,,,,,,,,,,,,,
WV,112,415,330-2693,yes,no,0,,,,,,,,,,,,,,,
WI,35,510,403-7627,no,yes,27,,,,,,,,,,,,,,,
KS,103,408,342-3678,yes,no,0,,,,,,,,,,,,,,,
MO,107,415,344-9943,no,yes,22,,,,,,,,,,,,,,,
PA,69,415,390-5686,no,no,0,,,,,,,,,,,,,,,
SD,85,408,358-5826,no,no,0,,,,,,,,,,,,,,,
NJ,24,408,393-7826,no,no,0,,,,,,,,,,,,,,,
AL,90,415,335-9786,no,no,0,,,,,,,,,,,,,,,
ME,137,510,368-9860,no,no,0,,,,,,,,,,,,,,,
AZ,92,415,416-9522,yes,yes,45,,,,,,,,,,,,,,,
VT,38,415,416-7307,no,no,0,,,,,,,,,,,,,,,
NV,69,510,397-6789,yes,yes,33,,,,,,,,,,,,,,,
WI,45,408,335-9501,no,no,0,,,,,,,,,,,,,,,
HI,73,408,388-1250,no,no,0,,,,,,,,,,,,,,,
DE,92,415,386-1374,no,no,0,,,,,,,,,,,,,,,
AZ,113,415,346-8112,no,yes,32,,,,,,,,,,,,,,,
VA,68,408,364-9040,yes,no,0,,,,,,,,,,,,,,,
GA,135,415,366-3944,no,yes,22,,,,,,,,,,,,,,,
AZ,100,415,331-9861,no,yes,26,,,,,,,,,,,,,,,
MN,96,415,330-2881,no,yes,27,,,,,,,,,,,,,,,
ME,108,510,402-9558,no,no,0,,,,,,,,,,,,,,,
FL,84,510,341-3180,no,no,0,,,,,,,,,,,,,,,
WA,134,408,371-8598,no,no,0,,,,,,,,,,,,,,,
MT,72,415,398-8385,no,no,0,,,,,,,,,,,,,,,
AL,83,408,333-4154,no,no,0,,,,,,,,,,,,,,,
WV,137,408,330-3589,no,no,0,,,,,,,,,,,,,,,
GA,56,415,417-1477,no,yes,30,,,,,,,,,,,,,,,
OH,61,510,327-5525,yes,yes,16,,,,,,,,,,,,,,,
DE,171,510,363-8244,no,yes,17,,,,,,,,,,,,,,,
NE,123,510,419-9104,no,no,0,,,,,,,,,,,,,,,
FL,58,510,363-1560,no,no,0,,,,,,,,,,,,,,,
AK,156,510,341-4075,no,no,0,,,,,,,,,,,,,,,
WI,166,510,366-9074,no,no,0,,,,,,,,,,,,,,,
WA,75,510,367-1424,no,yes,41,,,,,,,,,,,,,,,
KY,75,415,341-1191,no,no,0,,,,,,,,,,,,,,,
OH,83,510,342-9480,no,no,0,,,,,,,,,,,,,,,
UT,243,510,355-9360,no,no,0,,,,,,,,,,,,,,,
NM,153,408,343-1538,no,no,0,,,,,,,,,,,,,,,
MN,150,415,335-2331,no,no,0,,,,,,,,,,,,,,,
WV,92,510,335-7257,no,yes,16,,,,,,,,,,,,,,,
MN,80,415,332-2137,no,no,0,,,,,,,,,,,,,,,
AL,134,415,352-2998,no,no,0,,,,,,,,,,,,,,,
PA,77,510,346-6941,no,yes,24,,,,,,,,,,,,,,,
DE,147,510,400-2203,no,no,0,,,,,,,,,,,,,,,
